AttendeeID,Name,Email,Phone,EventID,Status,RegistrationDate
94,User94,user94@gmail.com,8872852789,100,Present,2025-09-09
99,User99,user99@gmail.com,7300535210,100,Registered,2025-09-01
78,User78,user78@gmail.com,8196591018,100,Present,2025-09-29
35,User35,user35@gmail.com,9597724331,100,Present,2025-09-08
72,User72,user72@gmail.com,7955345537,100,Present,2025-10-22
25,User25,user25@gmail.com,8881988384,100,Present,2025-09-04
27,User27,user27@gmail.com,9808806886,100,Present,2025-09-23
83,User83,user83@gmail.com,7118543408,100,Registered,2025-11-08
37,User37,user37@gmail.com,9952777682,100,Present,2025-09-08
45,User45,user45@gmail.com,8125089309,100,Registered,2025-09-07
8,User8,user8@gmail.com,9427631155,100,Registered,2025-11-10
24,User24,user24@gmail.com,8224011538,100,Registered,2025-09-21
40,User40,user40@gmail.com,7218179599,100,Registered,2025-10-12
13,User13,user13@gmail.com,7562117925,100,Registered,2025-12-02
